epoch,loss,violation_rate,mean_margin,p10_margin,mean_pos_sim,mean_max_neg_sim
1,8.69921875,0.7596666812896729,-0.05189533904194832,-0.14895038306713104,0.664360523223877,0.7162558436393738
2,8.69905948638916,0.7613333463668823,-0.03646926209330559,-0.10164997726678848,0.764555811882019,0.8010251522064209
3,8.698594093322754,0.7260000109672546,-0.02844764105975628,-0.08829308301210403,0.8376265168190002,0.8660742044448853
4,8.697037696838379,0.6980000138282776,-0.019261006265878677,-0.06793978065252304,0.8775960206985474,0.8968569040298462
5,8.694388389587402,0.7630000114440918,-0.018882596865296364,-0.054736025631427765,0.9040501117706299,0.9229327440261841
6,8.686558723449707,0.7226666808128357,-0.014221853576600552,-0.04443694278597832,0.9235470294952393,0.9377688765525818
7,8.660179138183594,0.7429999709129333,-0.014133763499557972,-0.04178663343191147,0.9290392994880676,0.9431729912757874
8,8.600443840026855,0.7593333125114441,-0.014473533257842064,-0.04254059121012688,0.935620129108429,0.950093686580658
9,8.448694229125977,0.6683333516120911,-0.008460755459964275,-0.031547755002975464,0.9445554614067078,0.9530162811279297
10,8.377561569213867,0.7716666460037231,-0.01232072338461876,-0.03587902709841728,0.9467673897743225,0.9590882062911987
11,8.35279655456543,0.7946666479110718,-0.012990747578442097,-0.0348426029086113,0.9477713108062744,0.9607621431350708
12,8.282760620117188,0.6353332996368408,-0.007132079917937517,-0.028689784929156303,0.9521010518074036,0.9592332243919373
13,8.233344078063965,0.6826666593551636,-0.010898574255406857,-0.038795750588178635,0.9480384588241577,0.9589369893074036
14,8.278070449829102,0.7126666307449341,-0.012159484438598156,-0.039175208657979965,0.9435673952102661,0.9557268619537354
15,8.196208953857422,0.6663333177566528,-0.008994516916573048,-0.033359140157699585,0.9427446126937866,0.9517390727996826
16,8.341497421264648,0.7396666407585144,-0.01423913799226284,-0.042474061250686646,0.9341420531272888,0.9483813643455505
17,8.178187370300293,0.7643333077430725,-0.01763315685093403,-0.04930071160197258,0.9315733909606934,0.9492065906524658
18,8.221749305725098,0.6936666369438171,-0.014374524354934692,-0.0484020970761776,0.9313237071037292,0.9456982612609863
19,8.1907377243042,0.7549999952316284,-0.017965521663427353,-0.05183461308479309,0.9304735660552979,0.9484390616416931
20,8.111830711364746,0.793999969959259,-0.020570503547787666,-0.05661240220069885,0.9231163859367371,0.943686842918396
21,8.199444770812988,0.7573333382606506,-0.016929829493165016,-0.04951602220535278,0.9333531856536865,0.9502829313278198
22,8.1293306350708,0.7249999642372131,-0.015759453177452087,-0.04922369867563248,0.9330306053161621,0.9487900137901306
23,8.062371253967285,0.7683333158493042,-0.017600545659661293,-0.05085422471165657,0.9327900409698486,0.950390636920929
24,8.066547393798828,0.7310000061988831,-0.017569465562701225,-0.0559057891368866,0.9318668246269226,0.9494362473487854
25,8.119064331054688,0.7696666717529297,-0.021103721112012863,-0.05917647108435631,0.928107738494873,0.9492114186286926
26,8.112672805786133,0.7876666784286499,-0.024134425446391106,-0.06646112352609634,0.9226235151290894,0.9467579126358032
27,8.034416198730469,0.7673333287239075,-0.022744039073586464,-0.06617607921361923,0.9249740839004517,0.9477181434631348
28,8.041090965270996,0.7910000085830688,-0.022882133722305298,-0.06314122676849365,0.9247262477874756,0.9476084113121033
29,8.03765869140625,0.7576666474342346,-0.022785035893321037,-0.06634502112865448,0.9251449108123779,0.9479299783706665
30,8.036955833435059,0.7806666493415833,-0.02519148215651512,-0.0700833797454834,0.9249093532562256,0.9501008987426758
31,8.032922744750977,0.8076666593551636,-0.02447892166674137,-0.06748675554990768,0.9234666228294373,0.9479454755783081
32,8.050956726074219,0.8713333010673523,-0.031884968280792236,-0.07769609987735748,0.9194386005401611,0.9513235688209534
33,8.036741256713867,0.796999990940094,-0.028660129755735397,-0.07720907777547836,0.921546220779419,0.9502063989639282
34,8.010171890258789,0.8133333325386047,-0.031463298946619034,-0.08419942855834961,0.9177464246749878,0.9492096900939941
35,8.011934280395508,0.7723333239555359,-0.024786733090877533,-0.06817412376403809,0.9261071085929871,0.9508938789367676
36,8.059845924377441,0.800000011920929,-0.03182271867990494,-0.08704422414302826,0.9161539673805237,0.9479767084121704
37,7.977928161621094,0.7363333106040955,-0.02434029057621956,-0.07337780296802521,0.9260668754577637,0.9504070281982422
38,8.000584602355957,0.7889999747276306,-0.02970634400844574,-0.08236443251371384,0.9188631176948547,0.9485692977905273
39,8.032453536987305,0.7803333401679993,-0.025713685899972916,-0.07371588051319122,0.9239256381988525,0.9496393203735352
40,8.024101257324219,0.8646666407585144,-0.03546876087784767,-0.09021588414907455,0.9158403277397156,0.951309084892273
41,7.993021488189697,0.7893333435058594,-0.027302691712975502,-0.07821613550186157,0.9223393201828003,0.9496420621871948
42,7.970550060272217,0.7709999680519104,-0.02740686573088169,-0.07818501442670822,0.9240807294845581,0.9514874815940857
43,7.962428092956543,0.7833333015441895,-0.028804320842027664,-0.07868891209363937,0.9218947887420654,0.9506992101669312
44,7.993222713470459,0.8173333406448364,-0.032120056450366974,-0.08360430598258972,0.9189478158950806,0.9510678052902222
45,8.009932518005371,0.8213333487510681,-0.03724881634116173,-0.09857829660177231,0.9124969244003296,0.949745774269104
46,7.984043121337891,0.7603332996368408,-0.027483507990837097,-0.08070723712444305,0.9233536720275879,0.9508371353149414
47,7.9835076332092285,0.824999988079071,-0.03366996347904205,-0.089219830930233,0.9160109162330627,0.9496809244155884
48,8.003769874572754,0.8326666355133057,-0.03722022473812103,-0.09990271925926208,0.913033664226532,0.9502539038658142
49,7.998836517333984,0.8163333535194397,-0.032473351806402206,-0.08817872405052185,0.915421187877655,0.9478945136070251
50,7.9901885986328125,0.7796666622161865,-0.03124159201979637,-0.08880618959665298,0.9175907969474792,0.9488323330879211
51,8.005717277526855,0.8833333253860474,-0.041051700711250305,-0.10003190487623215,0.9075376987457275,0.9485893249511719
52,7.9878034591674805,0.812999963760376,-0.030848607420921326,-0.08226907253265381,0.9230828285217285,0.953931450843811
53,8.001079559326172,0.8840000033378601,-0.043705180287361145,-0.10558023303747177,0.9075196981430054,0.9512248635292053
54,7.955251216888428,0.7886666655540466,-0.02865058369934559,-0.07852448523044586,0.9214708805084229,0.9501214027404785
55,7.978903770446777,0.8190000057220459,-0.03479766100645065,-0.09024890512228012,0.9165524840354919,0.9513500928878784
56,7.9507975578308105,0.7953333258628845,-0.028972895815968513,-0.07921681553125381,0.9215673208236694,0.9505401849746704
57,7.930397033691406,0.718666672706604,-0.023493710905313492,-0.07191108167171478,0.9312757849693298,0.954769492149353
58,7.981917858123779,0.824999988079071,-0.036957815289497375,-0.09374510496854782,0.9124934673309326,0.9494513273239136
59,7.949838638305664,0.797333300113678,-0.032614871859550476,-0.08490332961082458,0.917816698551178,0.9504316449165344
60,7.948004245758057,0.8059999942779541,-0.03198867291212082,-0.0888746976852417,0.9201062917709351,0.9520949721336365
61,7.9532551765441895,0.7963333129882812,-0.03289869800209999,-0.0925951600074768,0.9190183877944946,0.9519169926643372
62,7.987076282501221,0.8416666388511658,-0.03649059310555458,-0.09359516948461533,0.9161238670349121,0.952614426612854
