epoch,loss,violation_rate,mean_margin,p10_margin,mean_pos_sim,mean_max_neg_sim
1,8.59689998626709,0.9383308291435242,-0.115979865193367,-0.22266818583011627,0.6171572804450989,0.7331371307373047
2,8.596884727478027,0.9213441610336304,-0.09135720878839493,-0.18691380321979523,0.7007949352264404,0.7921522259712219
3,8.596885681152344,0.9516248106956482,-0.08301541954278946,-0.16009005904197693,0.7430680990219116,0.8260834813117981
4,8.596843719482422,0.913589358329773,-0.05976363644003868,-0.12557116150856018,0.801283061504364,0.8610466718673706
5,8.596837043762207,0.9534711837768555,-0.062385234981775284,-0.12144354730844498,0.8179641962051392,0.8803494572639465
6,8.596753120422363,0.8892171382904053,-0.03864826634526253,-0.09244155883789062,0.8820205330848694,0.9206687808036804
7,8.596725463867188,0.9268832802772522,-0.03675515577197075,-0.08013595640659332,0.8832515478134155,0.9200068116188049
8,8.596576690673828,0.9102658629417419,-0.029471848160028458,-0.06632525473833084,0.9069488048553467,0.9364206194877625
9,8.596440315246582,0.9065731167793274,-0.02574875019490719,-0.05886462330818176,0.9221328496932983,0.9478815197944641
10,8.596236228942871,0.9372230172157288,-0.024997834116220474,-0.05265515297651291,0.9324622750282288,0.9574601650238037
11,8.595685005187988,0.9124815464019775,-0.02221127226948738,-0.04951158165931702,0.9399713277816772,0.9621826410293579
12,8.595224380493164,0.8962333798408508,-0.0172426737844944,-0.04155232757329941,0.9535425901412964,0.9707851409912109
13,8.594212532043457,0.8910635113716125,-0.015860704705119133,-0.037630241364240646,0.9558207988739014,0.9716814756393433
14,8.593271255493164,0.920974850654602,-0.015175088308751583,-0.03357630968093872,0.9594014286994934,0.9745765328407288
15,8.591442108154297,0.9080501794815063,-0.014455944299697876,-0.032359529286623,0.9646015763282776,0.9790575504302979
16,8.589011192321777,0.920974850654602,-0.013003883883357048,-0.02789110504090786,0.9666275382041931,0.9796315431594849
17,8.584959983825684,0.917651355266571,-0.011491484008729458,-0.025585085153579712,0.9722223877906799,0.9837138056755066
18,8.581863403320312,0.9191284775733948,-0.01022948045283556,-0.022463137283921242,0.9735292196273804,0.9837586879730225
19,8.576329231262207,0.9198670387268066,-0.00874573178589344,-0.019189070910215378,0.9777534604072571,0.9864991903305054
20,8.570067405700684,0.9158049821853638,-0.008015457540750504,-0.017826836556196213,0.9788141846656799,0.9868297576904297
21,8.56139087677002,0.9202362895011902,-0.007474521640688181,-0.016357457265257835,0.9819049835205078,0.9893795251846313
22,8.549468040466309,0.9298375248908997,-0.006759455893188715,-0.015171527862548828,0.9822229743003845,0.9889824390411377
23,8.538032531738281,0.902141809463501,-0.00621506292372942,-0.014268582686781883,0.9849303364753723,0.9911453723907471
24,8.523157119750977,0.9143279194831848,-0.0059674084186553955,-0.013214081525802612,0.984442949295044,0.990410327911377
25,8.513252258300781,0.9279910922050476,-0.006615426391363144,-0.014568137936294079,0.983735978603363,0.9903514385223389
26,8.503945350646973,0.916912853717804,-0.006253084633499384,-0.014411306008696556,0.9847704172134399,0.991023600101471
27,8.49755573272705,0.9058345556259155,-0.005310459993779659,-0.01258112769573927,0.9874974489212036,0.992807924747467
28,8.488903999328613,0.9091580510139465,-0.005246902350336313,-0.011827802285552025,0.9883374571800232,0.9935843348503113
29,8.488846778869629,0.9010339379310608,-0.004980478901416063,-0.011389988474547863,0.9878638386726379,0.99284428358078
30,8.488363265991211,0.9290989637374878,-0.005819073878228664,-0.012828481383621693,0.9881340861320496,0.993953287601471
31,8.478936195373535,0.9202362895011902,-0.006239514332264662,-0.01383020170032978,0.9862940907478333,0.9925335049629211
