timestamp,stage,dataset,method,run_idx,seed,eval_seed,num_runs,F1Mi_mean,F1Mi_std,F1Ma_mean,F1Ma_std,robust_score,robust_score_std,params_json,metric,baseline_method,target_method,test_name,n_pairs,mean_delta,median_delta,ci95_low,ci95_high,p_value,p_value_holm,p_value_paired_ttest,effect_size,effect_size_name,cohen_dz,rank_biserial,significant,notes
2026-05-22 01:13:27,summary,CiteSeer,gca,,,,10,0.717690,0.002969,0.654950,0.011525,0.714990,0.003925,"{""F1Ma_mean"": ""0.659700"", ""F1Ma_std"": ""0.011800"", ""F1Mi_mean"": ""0.715300"", ""F1Mi_std"": ""0.002000"", ""delta_vs_grace"": ""-0.000500"", ""drop_edge_rate_1"": ""0.7"", ""drop_edge_rate_2"": ""0.5"", ""drop_feature_rate_1"": ""0.4"", ""drop_feature_rate_2"": ""0.5"", ""gca_drop_scheme"": ""uniform"", ""gca_pr_k"": ""200"", ""robust_score"": ""0.714300"", ""tau"": ""1.0"", ""timestamp"": ""2026-04-10 12:43:46""}",,,,,,,,,,,,,,,,,,base_source=full_pipeline; base_path=results/citeseer_full_pipeline_results.csv; base_rank=3; base_robust=0.714883
2026-05-22 01:13:27,summary,CiteSeer,ifl-gr,,,,10,0.714870,0.005083,0.650320,0.009009,0.711895,0.005046,"{""F1Ma_mean"": ""0.641200"", ""F1Ma_std"": ""0.005300"", ""F1Mi_mean"": ""0.715100"", ""F1Mi_std"": ""0.001000"", ""beta"": ""2.5"", ""corrected_ramp_epochs"": ""30"", ""delta_vs_grace"": ""0.005600"", ""max_du_per_node"": ""12"", ""robust_score"": ""0.714600"", ""similarity_percentile"": ""99.3"", ""tau"": ""0.7"", ""timestamp"": ""2026-04-10 12:38:48"", ""unlabeled_weight"": ""0.3"", ""update_interval"": ""3"", ""use_mutual_topk"": ""True"", ""warmup_epochs"": ""80""}",,,,,,,,,,,,,,,,,,base_source=full_pipeline; base_path=results/citeseer_full_pipeline_results.csv; base_rank=2; base_robust=0.706567
2026-05-22 01:13:27,summary,CiteSeer,ifl-gc,,,,10,0.709710,0.007353,0.654870,0.006502,0.706885,0.007661,"{""F1Ma_mean"": ""0.662500"", ""F1Ma_std"": ""0.006000"", ""F1Mi_mean"": ""0.723700"", ""F1Mi_std"": ""0.006800"", ""beta"": ""2.5"", ""corrected_ramp_epochs"": ""30"", ""delta_vs_grace"": ""0.010650"", ""drop_edge_rate_1"": ""0.2"", ""drop_edge_rate_2"": ""0.0"", ""drop_feature_rate_1"": ""0.3"", ""drop_feature_rate_2"": ""0.2"", ""gca_drop_scheme"": ""degree"", ""gca_pr_k"": ""200"", ""iflgc_refl_du_weight"": ""0.6"", ""max_du_per_node"": ""8"", ""robust_score"": ""0.720300"", ""similarity_percentile"": ""99.5"", ""tau"": ""0.7"", ""timestamp"": ""2026-04-10 13:05:40"", ""unlabeled_weight"": ""0.3"", ""update_interval"": ""3"", ""use_mutual_topk"": ""True"", ""warmup_epochs"": ""80""}",,,,,,,,,,,,,,,,,,base_source=full_pipeline; base_path=results/citeseer_full_pipeline_results.csv; base_rank=3; base_robust=0.714933
,test,CiteSeer,,,,,,,,,,,,,robust_score,grace,ifl-gr,wilcoxon_signed_rank,10,-0.000305,-0.000575,-0.003710,0.003470,0.769531,0.984376,0.876567,-0.127273,rank_biserial,-0.050533,-0.127273,False,primary
,test,CiteSeer,,,,,,,,,,,,,F1Mi_mean,grace,ifl-gr,wilcoxon_signed_rank,10,-0.000090,-0.000350,-0.003430,0.003400,0.921875,0.921875,0.961860,-0.036364,rank_biserial,-0.015548,-0.036364,False,primary
,test,CiteSeer,,,,,,,,,,,,,F1Ma_mean,grace,ifl-gr,wilcoxon_signed_rank,10,0.002230,-0.000850,-0.001810,0.007120,0.845703,1.000000,0.376954,0.090909,rank_biserial,0.293890,0.090909,False,primary
,test,CiteSeer,,,,,,,,,,,,,robust_score,gca,ifl-gc,wilcoxon_signed_rank,10,-0.008105,-0.006350,-0.012295,-0.004830,0.001953,0.007812,0.003341,-1.000000,rank_biserial,-1.249947,-1.000000,False,primary
,test,CiteSeer,,,,,,,,,,,,,F1Mi_mean,gca,ifl-gc,wilcoxon_signed_rank,10,-0.007980,-0.006800,-0.012560,-0.004470,0.001953,0.007812,0.005880,-1.000000,rank_biserial,-1.133826,-1.000000,False,primary
,test,CiteSeer,,,,,,,,,,,,,F1Ma_mean,gca,ifl-gc,wilcoxon_signed_rank,10,-0.000080,-0.001600,-0.005481,0.005660,0.921875,1.000000,0.979288,-0.054545,rank_biserial,-0.008441,-0.054545,False,primary
,test,CiteSeer,,,,,,,,,,,,,robust_score,grace,ifl-gc,wilcoxon_signed_rank,10,-0.005315,-0.007125,-0.011385,0.002270,0.105469,0.316407,0.183142,-0.600000,rank_biserial,-0.456045,-0.600000,False,supplementary
,test,CiteSeer,,,,,,,,,,,,,F1Mi_mean,grace,ifl-gc,wilcoxon_signed_rank,10,-0.005250,-0.006200,-0.011480,0.002071,0.064453,0.193359,0.180719,-0.672727,rank_biserial,-0.458853,-0.672727,False,supplementary
,test,CiteSeer,,,,,,,,,,,,,F1Ma_mean,grace,ifl-gc,wilcoxon_signed_rank,10,0.006780,0.005350,0.000200,0.014230,0.083984,0.251952,0.104701,0.636364,rank_biserial,0.570522,0.636364,False,supplementary
,test,CiteSeer,,,,,,,,,,,,,robust_score,grace,gca,wilcoxon_signed_rank,10,0.002790,0.000150,-0.001010,0.008520,0.492188,0.984376,0.323707,0.290909,rank_biserial,0.330148,0.290909,False,supplementary
,test,CiteSeer,,,,,,,,,,,,,F1Mi_mean,grace,gca,wilcoxon_signed_rank,10,0.002730,0.001850,-0.000640,0.007670,0.375000,0.750000,0.266656,0.345455,rank_biserial,0.374484,0.345455,False,supplementary
,test,CiteSeer,,,,,,,,,,,,,F1Ma_mean,grace,gca,wilcoxon_signed_rank,10,0.006860,0.005700,0.002060,0.012670,0.037109,0.148436,0.039212,0.745455,rank_biserial,0.762293,0.745455,False,supplementary
