timestamp,similarity_percentile,max_du_per_node,unlabeled_weight,warmup_epochs,tau,update_interval,beta,use_mutual_topk,corrected_ramp_epochs,F1Mi_mean,F1Mi_std,F1Ma_mean,F1Ma_std,robust_score,delta_vs_grace
2026-04-10 18:56:17,99.5,14,0.2,100,0.3,3,2.2,True,20,0.793200,0.006800,0.792800,0.008100,0.789800,0.012500
2026-04-10 18:56:17,99.7,12,0.2,100,0.3,3,2.2,True,20,0.791400,0.003200,0.791900,0.003300,0.789800,0.012500
2026-04-10 18:56:17,99.7,14,0.3,100,0.3,3,2.2,True,20,0.791000,0.004500,0.790200,0.005700,0.788750,0.011450
2026-04-10 18:56:17,99.5,12,0.3,100,0.3,3,2.2,True,20,0.790900,0.006100,0.792400,0.005700,0.787850,0.010550
2026-04-10 18:56:17,99.7,12,0.3,100,0.3,3,2.2,True,20,0.790200,0.009400,0.790400,0.008800,0.785500,0.008200
2026-04-10 18:56:17,99.7,14,0.2,100,0.3,3,2.2,True,20,0.790000,0.010600,0.790500,0.010800,0.784700,0.007400
2026-04-10 18:56:17,99.5,12,0.2,100,0.3,3,2.2,True,20,0.789300,0.010500,0.788900,0.010000,0.784050,0.006750
2026-04-10 18:56:17,99.5,14,0.3,100,0.3,3,2.2,True,20,0.789400,0.011300,0.789500,0.012900,0.783750,0.006450
