timestamp,similarity_percentile,max_du_per_node,unlabeled_weight,warmup_epochs,tau,update_interval,beta,use_mutual_topk,corrected_ramp_epochs,F1Mi_mean,F1Mi_std,F1Ma_mean,F1Ma_std,robust_score,delta_vs_grace
2026-04-10 21:44:40,99.7,14,0.2,100,0.3,3,2.2,True,20,0.729600,0.008400,0.637700,0.015600,0.725400,0.008150
2026-04-10 21:44:40,99.5,14,0.2,100,0.3,3,2.2,True,20,0.725400,0.008300,0.644800,0.016700,0.721250,0.004000
2026-04-10 21:44:40,99.7,12,0.2,100,0.3,3,2.2,True,20,0.719300,0.005800,0.621700,0.012900,0.716400,-0.000850
2026-04-10 21:44:40,99.5,12,0.2,100,0.3,3,2.2,True,20,0.719100,0.008300,0.649000,0.013600,0.714950,-0.002300
