timestamp,stage,method,candidate_rank,run_idx,F1Mi_mean,F1Mi_std,F1Ma_mean,F1Ma_std,robust_score,delta_vs_grace,grid_csv,params_json,notes
2026-04-11 23:45:36,top_verify,sg-gc,2,2,0.712600,0.007400,0.627900,0.015000,0.708900,0.003883,results/grid_search_sggc_dblp_results.csv,"{""timestamp"": ""2026-04-11 23:05:12"", ""gca_drop_scheme"": ""degree"", ""similarity_percentile"": ""99.5"", ""max_du_per_node"": ""12"", ""unlabeled_weight"": ""0.3"", ""sggc_refl_du_weight"": ""0.5"", ""warmup_epochs"": ""100"", ""tau"": ""0.7"", ""drop_edge_rate_1"": ""0.3"", ""drop_edge_rate_2"": ""0.5"", ""drop_feature_rate_1"": ""0.3"", ""drop_feature_rate_2"": ""0.4"", ""update_interval"": ""3"", ""beta"": ""2.2"", ""use_mutual_topk"": ""True"", ""corrected_ramp_epochs"": ""40"", ""gca_pr_k"": ""200"", ""F1Mi_mean"": ""0.720000"", ""F1Mi_std"": ""0.007900"", ""F1Ma_mean"": ""0.649800"", ""F1Ma_std"": ""0.012700"", ""robust_score"": ""0.716050"", ""delta_vs_grace"": ""0.008750""}",
2026-04-11 23:53:25,top_verify,sg-gc,2,3,0.719500,0.006300,0.648200,0.007400,0.716350,0.011333,results/grid_search_sggc_dblp_results.csv,"{""timestamp"": ""2026-04-11 23:05:12"", ""gca_drop_scheme"": ""degree"", ""similarity_percentile"": ""99.5"", ""max_du_per_node"": ""12"", ""unlabeled_weight"": ""0.3"", ""sggc_refl_du_weight"": ""0.5"", ""warmup_epochs"": ""100"", ""tau"": ""0.7"", ""drop_edge_rate_1"": ""0.3"", ""drop_edge_rate_2"": ""0.5"", ""drop_feature_rate_1"": ""0.3"", ""drop_feature_rate_2"": ""0.4"", ""update_interval"": ""3"", ""beta"": ""2.2"", ""use_mutual_topk"": ""True"", ""corrected_ramp_epochs"": ""40"", ""gca_pr_k"": ""200"", ""F1Mi_mean"": ""0.720000"", ""F1Mi_std"": ""0.007900"", ""F1Ma_mean"": ""0.649800"", ""F1Ma_std"": ""0.012700"", ""robust_score"": ""0.716050"", ""delta_vs_grace"": ""0.008750""}",
2026-04-12 00:01:15,top_verify,sg-gc,3,1,0.719300,0.016500,0.642200,0.017000,0.711050,0.006033,results/grid_search_sggc_dblp_results.csv,"{""timestamp"": ""2026-04-11 23:05:12"", ""gca_drop_scheme"": ""degree"", ""similarity_percentile"": ""99.5"", ""max_du_per_node"": ""12"", ""unlabeled_weight"": ""0.2"", ""sggc_refl_du_weight"": ""0.5"", ""warmup_epochs"": ""100"", ""tau"": ""0.7"", ""drop_edge_rate_1"": ""0.3"", ""drop_edge_rate_2"": ""0.5"", ""drop_feature_rate_1"": ""0.3"", ""drop_feature_rate_2"": ""0.4"", ""update_interval"": ""3"", ""beta"": ""2.2"", ""use_mutual_topk"": ""True"", ""corrected_ramp_epochs"": ""40"", ""gca_pr_k"": ""200"", ""F1Mi_mean"": ""0.718000"", ""F1Mi_std"": ""0.011200"", ""F1Ma_mean"": ""0.646400"", ""F1Ma_std"": ""0.011100"", ""robust_score"": ""0.712400"", ""delta_vs_grace"": ""0.005100""}",
2026-04-12 00:09:46,top_verify,sg-gc,3,2,0.710000,0.008500,0.621000,0.025000,0.705750,0.000733,results/grid_search_sggc_dblp_results.csv,"{""timestamp"": ""2026-04-11 23:05:12"", ""gca_drop_scheme"": ""degree"", ""similarity_percentile"": ""99.5"", ""max_du_per_node"": ""12"", ""unlabeled_weight"": ""0.2"", ""sggc_refl_du_weight"": ""0.5"", ""warmup_epochs"": ""100"", ""tau"": ""0.7"", ""drop_edge_rate_1"": ""0.3"", ""drop_edge_rate_2"": ""0.5"", ""drop_feature_rate_1"": ""0.3"", ""drop_feature_rate_2"": ""0.4"", ""update_interval"": ""3"", ""beta"": ""2.2"", ""use_mutual_topk"": ""True"", ""corrected_ramp_epochs"": ""40"", ""gca_pr_k"": ""200"", ""F1Mi_mean"": ""0.718000"", ""F1Mi_std"": ""0.011200"", ""F1Ma_mean"": ""0.646400"", ""F1Ma_std"": ""0.011100"", ""robust_score"": ""0.712400"", ""delta_vs_grace"": ""0.005100""}",
2026-04-12 00:18:16,top_verify,sg-gc,3,3,0.709100,0.012100,0.636400,0.011700,0.703050,-0.001967,results/grid_search_sggc_dblp_results.csv,"{""timestamp"": ""2026-04-11 23:05:12"", ""gca_drop_scheme"": ""degree"", ""similarity_percentile"": ""99.5"", ""max_du_per_node"": ""12"", ""unlabeled_weight"": ""0.2"", ""sggc_refl_du_weight"": ""0.5"", ""warmup_epochs"": ""100"", ""tau"": ""0.7"", ""drop_edge_rate_1"": ""0.3"", ""drop_edge_rate_2"": ""0.5"", ""drop_feature_rate_1"": ""0.3"", ""drop_feature_rate_2"": ""0.4"", ""update_interval"": ""3"", ""beta"": ""2.2"", ""use_mutual_topk"": ""True"", ""corrected_ramp_epochs"": ""40"", ""gca_pr_k"": ""200"", ""F1Mi_mean"": ""0.718000"", ""F1Mi_std"": ""0.011200"", ""F1Ma_mean"": ""0.646400"", ""F1Ma_std"": ""0.011100"", ""robust_score"": ""0.712400"", ""delta_vs_grace"": ""0.005100""}",
2026-04-12 00:18:16,summary,grace,0,,0.709833,,0.621233,,0.705017,0.000000,,"{""n_runs"": 3}",candidate #0 mean
2026-04-12 00:18:16,summary,grace,overall,,0.709833,0.000000,0.621233,0.000000,0.705017,0.000000,,"{""n_candidates"": 1, ""n_runs"": 3}",method overall mean across all candidates
2026-04-12 00:18:16,summary,sg-gr,1,,0.724700,,0.639233,,0.722117,0.017100,,"{""n_runs"": 3}",candidate #1 mean
2026-04-12 00:18:16,summary,sg-gr,2,,0.725667,,0.650800,,0.721500,0.016483,,"{""n_runs"": 3}",candidate #2 mean
2026-04-12 00:18:16,summary,sg-gr,3,,0.722300,,0.646333,,0.720267,0.015250,,"{""n_runs"": 3}",candidate #3 mean
2026-04-12 00:18:16,summary,sg-gr,overall,,0.724222,0.001415,0.645456,0.004763,0.721294,0.016278,,"{""n_candidates"": 3, ""n_runs"": 9}",method overall mean across all candidates
2026-04-12 00:18:16,summary,gca,1,,0.710900,,0.630233,,0.706700,0.001683,,"{""n_runs"": 3}",candidate #1 mean
2026-04-12 00:18:16,summary,gca,2,,0.716333,,0.617300,,0.710800,0.005783,,"{""n_runs"": 3}",candidate #2 mean
2026-04-12 00:18:16,summary,gca,3,,0.711767,,0.624867,,0.708683,0.003667,,"{""n_runs"": 3}",candidate #3 mean
2026-04-12 00:18:16,summary,gca,overall,,0.713000,0.002383,0.624133,0.005305,0.708728,0.003711,,"{""n_candidates"": 3, ""n_runs"": 9}",method overall mean across all candidates
2026-04-12 00:18:16,summary,sg-gc,1,,0.720767,,0.644833,,0.718917,0.013900,,"{""n_runs"": 3}",candidate #1 mean
2026-04-12 00:18:16,summary,sg-gc,2,,0.717067,,0.640467,,0.714467,0.009450,,"{""n_runs"": 3}",candidate #2 mean
2026-04-12 00:18:16,summary,sg-gc,3,,0.712800,,0.633200,,0.706617,0.001600,,"{""n_runs"": 3}",candidate #3 mean
2026-04-12 00:18:16,summary,sg-gc,overall,,0.716878,0.003255,0.639500,0.004798,0.713333,0.008317,,"{""n_candidates"": 3, ""n_runs"": 9}",method overall mean across all candidates
